PLAYER_ID,PTS,REB,AST,STL,BLK,FGA,FGM,FTA,FTM,TOV,GP
1631124,815,203,130,56,23,708,292,121,96,80,115
1629622,3209,1057,728,171,71,2645,1129,298,242,301,309
1630591,2598,702,698,283,126,2187,917,548,427,471,211
1631306,169,68,15,9,5,173,62,4,2,16,45
1630256,2449,1226,595,246,106,1960,967,486,340,343,296
1628369,13784,4293,2243,639,384,10429,4789,3167,2660,1389,585
1630678,542,304,73,25,22,410,233,78,52,48,129
202066,5361,1981,1419,710,283,4752,1907,969,714,788,897
1631207,591,274,200,82,38,497,221,133,88,93,170
1628464,4291,2767,724,272,478,3198,1713,784,562,479,583
1630560,3255,553,442,113,33,2603,1144,764,657,304,215
1641708,1562,973,428,175,127,1143,627,402,275,228,131
1641709,1150,705,254,166,99,940,478,261,162,164,122
1630679,0,0,0,0,0,0,0,0,0,0,0
202691,16536,3041,1988,726,443,13657,6155,1778,1529,1424,865
202684,7166,6716,834,401,547,5575,2899,2305,1357,913,876
1630550,670,437,96,57,79,594,249,131,86,87,205
1629680,1991,850,441,625,311,1719,752,202,134,223,418
1630214,1673,1189,394,264,170,1432,708,317,176,205,314
1631166,109,65,20,4,1,102,45,16,10,15,9
1641772,36,21,2,0,1,32,13,11,8,2,5
1642260,0,0,0,0,0,0,0,0,0,0,0
1631210,59,37,15,4,1,53,23,2,2,7,43
1630167,3074,1231,428,158,131,2279,1191,411,317,254,362
1626157,14880,7136,2037,523,771,10424,5460,3395,2843,1745,645
1642422,14,15,1,4,2,19,6,7,2,3,9
1631247,12,20,8,1,1,20,5,2,2,8,12
1629018,6586,1135,679,536,85,5586,2351,861,704,328,473
1631131,133,138,11,15,2,90,52,39,29,10,22
200782,6648,5538,1401,1114,309,5727,2414,1085,817,930,1050
1626167,9031,4349,813,440,1412,6683,3336,2078,1603,909,642
1641816,154,87,22,11,6,140,53,28,21,16,69
1642281,167,96,44,13,3,149,64,24,19,26,47
1630649,144,68,15,12,14,111,42,38,33,17,47
202685,13885,9769,1535,435,967,9904,5542,3183,2541,1741,1067
1627832,8204,1884,3121,757,253,6885,2763,1498,1292,910,550
1629020,2439,2517,622,412,152,1769,986,597,389,399,398
1630170,4280,1144,788,319,132,3607,1602,571,460,333,303
1629216,1990,433,569,210,32,1819,721,178,148,271,278
1641774,415,166,52,16,30,309,149,89,69,52,45
202696,18358,10987,3081,886,892,15729,7796,2182,1692,1796,1042
1629731,1482,1001,284,176,98,1221,523,149,101,108,283
1630532,5552,1408,1067,296,100,4350,2063,1171,1002,561,291
1629021,3638,1582,489,211,127,2488,1291,947,765,461,408
1631133,1167,850,142,85,41,936,435,287,212,129,188
1641716,581,292,150,69,36,470,215,78,54,95,108
1629022,3418,791,518,184,93,3007,1268,484,385,306,342
1641717,1129,416,293,196,72,931,449,74,59,104,150
1630811,168,50,81,28,9,162,65,11,11,33,31
1641775,97,89,24,17,12,98,36,14,8,20,61
1642266,449,160,81,43,10,393,159,83,66,50,52
1642276,595,473,60,39,71,464,257,67,46,57,64
1629023,6060,2693,1019,450,441,5072,2263,1024,722,723,463
1631102,194,63,68,21,2,225,78,24,13,19,58
1630322,1062,408,180,92,48,955,374,49,38,68,208
1630570,1705,791,407,107,71,1251,651,413,313,261,217
1641817,8,3,2,1,0,9,4,0,0,2,9
1631212,1158,528,191,92,192,934,441,263,177,122,171
1642377,823,268,135,44,8,676,287,135,111,69,79
1641705,2638,1261,442,140,430,2043,959,556,450,409,117
1631104,669,237,378,91,20,616,252,183,116,174,156
201566,27364,9100,10476,2031,439,22481,9860,8059,6188,5084,1310
1630762,8,8,2,1,2,21,3,2,2,1,5
1629632,6405,1539,1618,292,72,5262,2278,999,864,752,422
1628401,7391,2069,2431,469,504,5737,2550,1443,1232,813,569
1641727,117,33,15,6,2,101,40,7,4,15,22
1641715,1056,331,82,61,30,870,391,184,130,92,98
1630598,2351,869,368,185,62,1805,909,316,251,234,274
203952,16422,3968,2111,847,621,13530,6076,3967,2882,1656,880
1631214,10,2,1,0,1,10,4,1,1,4,9
1630314,638,145,187,49,16,524,223,180,134,104,74
1642262,230,113,59,23,16,257,83,40,29,44,50
1629684,3508,1711,726,247,239,2699,1222,639,492,496,456
1631114,3901,988,924,294,126,2955,1515,711,571,396,215
1631119,842,737,306,78,68,683,294,125,94,106,165
1629026,2490,1609,695,297,100,2134,1004,255,140,283,391
1631109,1300,935,149,76,119,849,528,324,244,128,106
1631466,181,51,26,15,7,151,78,24,14,22,47
1630172,2636,1126,404,233,190,2182,987,420,323,358,276
1630533,1763,675,259,147,55,1518,639,275,223,211,213
1629057,1691,1603,325,172,388,1039,751,279,188,204,235
1631246,730,403,234,65,43,586,248,156,125,130,94
1629627,5279,1415,920,219,138,3468,2041,1690,1165,608,214
1630592,963,401,190,51,9,799,322,211,173,98,122
1630164,1800,1097,140,37,129,1355,758,384,264,228,193
1631209,122,32,28,11,0,108,42,34,25,18,21
1626153,5289,2337,2358,933,271,4389,1938,1122,892,673,773
1627824,941,500,179,70,36,701,343,182,130,114,144
1642385,3,2,0,0,0,7,1,2,1,0,5
1642443,11,3,6,0,0,5,4,2,2,1,6
1629027,12220,1687,4748,505,74,8935,3865,3679,3213,2051,483
1627826,6478,5104,857,232,626,4367,2669,1556,1139,775,643
1641783,533,245,113,33,18,483,199,63,55,56,74
1628427,485,251,123,39,22,381,180,72,61,74,143
203967,6333,3290,1141,343,113,5089,2257,1209,1018,873,631
