,PLAYER_ID,SCHOOL_NAME,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS,full_name,POSITION,HEIGHT_WO_SHOES,WEIGHT,WINGSPAN,STANDING_REACH,HAND_LENGTH,HAND_WIDTH,PTS,REB,AST,STL,BLK,FGA,FGM,FTA,FTM,TOV,GP
144,1630568,Iowa,24.0,29.5,11.9,3.38,3.51,,Luka Garza,C,82.0,242.80,85.5,107.5,9.0,9.25,604,248,53,22,12,443,217,173,121,50,124
145,1641718,Baylor,,,,,,,Keyonte George,SG,,,,,,,2099,464,709,82,16,1734,678,508,422,371,142
146,1642273,nan,27.0,32.0,11.9,2.91,3.32,,Kyshawn George,SF,79.0,208.80,82.25,105.0,9.0,10.25,590,285,169,68,50,546,203,93,70,97,68
147,202331,Fresno State,,,,,,4.0,Paul George,SF,79.75,214.4,83.25,107.0,8.5,9.0,18697,5684,3369,1539,401,14553,6400,4160,3548,2423,908
148,201959,Southern California,25.5,30.0,11.56,,3.41,12.0,Taj Gibson,PF,80.5,214.4,88.0,109.0,,,9277,6249,1030,574,1036,7474,3858,2107,1501,1155,1100
149,1628983,Kentucky,,,,,,,Shai Gilgeous-Alexander,PG,76.5,180,83.5,104.0,9.0,9.0,11294,2211,2362,666,370,7872,3943,3243,2794,1072,462
150,1631221,Villanova,26.5,33.0,10.95,3.01,3.21,,Collin Gillespie,PG,73.5,195.80,76.0,98.0,8.25,9.0,281,99,105,34,5,227,100,34,27,31,57
151,203497,nan,25.0,29.0,12.85,3.19,3.57,7.0,Rudy Gobert,C,84.5,237.6,92.5,115.0,9.75,10.0,10458,9700,1123,576,1718,5950,3903,4137,2652,1337,829
152,203932,Arizona,32.5,39.0,10.81,2.76,3.27,,Aaron Gordon,PF,79.5,220.1,83.75,105.0,8.75,10.5,10375,4758,2100,555,479,8136,3927,2463,1700,1165,770
153,201569,Indiana,32.0,40.0,10.81,,3.01,15.0,Eric Gordon,SG,74.0,222,81.0,99.0,,,14990,2247,2691,819,350,11867,5112,3147,2550,1780,994
154,203924,Syracuse,,,,,,,Jerami Grant,SF,78.5,214,86.75,107.0,9.25,9.25,9865,3031,1196,518,827,7488,3364,2888,2153,958,799
155,203110,Michigan State,28.0,33.0,11.01,,3.4,9.0,Draymond Green,PF-SF,77.75,235.6,85.25,105.0,9.0,9.5,7665,6087,4948,1183,888,6299,2831,1775,1261,2027,881
156,1630224,nan,,,,,,,Jalen Green,SG,,,,,,,6173,1310,1030,240,91,5082,2143,1387,1108,729,307
157,201145,Georgetown,33.5,38.0,12.0,,3.34,17.0,Jeff Green,SF,79.0,228,85.25,103.0,,,17971,6035,2214,949,721,14511,6500,4332,3480,1924,1498
158,1630182,Arizona,30.5,39.5,10.64,2.28,3.12,,Josh Green,SG-SF,76.5,214,81.75,101.5,8.0,8.75,1941,777,448,224,46,1526,736,291,200,263,291
159,1629656,Kansas,27.5,36.0,10.83,3.28,3.2,6.0,Quentin Grimes,SG,76.0,209.6,79.75,100.5,8.25,10.0,3976,1171,782,296,95,3139,1389,635,483,435,369
160,1629656,Kansas,27.5,36.0,10.83,3.28,3.2,6.0,Quentin Grimes,SG,76.0,205.00,80.0,101.0,8.5,10.0,3976,1171,782,296,95,3139,1389,635,483,435,369
161,1629656,Kansas,30.5,38.5,11.09,3.33,3.07,,Quentin Grimes,SG,76.0,209.6,79.75,100.5,8.25,10.0,3976,1171,782,296,95,3139,1389,635,483,435,369
162,1629656,Kansas,30.5,38.5,11.09,3.33,3.07,,Quentin Grimes,SG,76.0,205.00,80.0,101.0,8.5,10.0,3976,1171,782,296,95,3139,1389,635,483,435,369
163,1631243,Washington State,,,,,,,Mouhamed Gueye,C,82.25,212.60,87.25,110.5,9.0,10.0,221,161,31,33,37,194,80,48,37,16,39
164,1641790,nan,32.5,39.5,11.76,3.01,3.35,,PJ Hall,C,80.25,239.60,85.5,103.5,9.0,9.75,33,22,4,0,4,24,14,4,3,2,19
165,203501,Michigan,31.5,37.5,10.68,2.93,3.25,16.0,Tim Hardaway Jr.,SG,76.5,199.4,79.0,101.0,8.0,9.25,12325,2560,1645,549,116,10251,4250,2223,1819,904,878
166,201935,Arizona State,31.5,37.0,11.1,,3.13,17.0,James Harden,SG,76.0,222,82.75,103.5,,,30202,7321,9458,1850,724,20336,8923,10337,8912,4721,1260
167,1630702,nan,,,,,,,Jaden Hardy,SG,,,,,,,1446,309,255,67,16,1226,521,241,184,190,178
168,1631199,Rutgers,26.0,30.5,11.41,3.24,3.4,,Ron Harper Jr.,SF,76.0,240.40,85.25,105.5,9.5,10.0,24,14,7,0,1,24,9,3,3,0,11
169,203914,Michigan State,,,,,,,Gary Harris,SG,74.5,204.8,78.75,96.0,8.5,9.5,6828,1494,1219,695,150,5663,2509,1050,851,670,657
170,202699,Tennessee,31.5,37.5,10.96,,3.17,12.0,Tobias Harris,SF-PF,78.5,222.8,83.0,103.5,8.75,9.0,20453,7848,2952,988,695,16369,7799,3705,3093,1774,1263
171,1628404,Villanova,29.5,38.5,11.15,3.15,3.2,,Josh Hart,SG,76.0,203.6,80.5,99.5,8.5,9.25,7023,4687,2202,704,209,5342,2564,1472,1109,967,660
172,1628404,Villanova,29.5,38.5,11.15,3.15,3.2,,Josh Hart,SG-SF,75.75,209.2,80.25,101.0,8.5,9.5,7023,4687,2202,704,209,5342,2564,1472,1109,967,660
173,1628404,Villanova,27.5,35.5,11.15,3.02,3.18,9.0,Josh Hart,SG,76.0,203.6,80.5,99.5,8.5,9.25,7023,4687,2202,704,209,5342,2564,1472,1109,967,660
174,1628404,Villanova,27.5,35.5,11.15,3.02,3.18,9.0,Josh Hart,SG-SF,75.75,209.2,80.25,101.0,8.5,9.5,7023,4687,2202,704,209,5342,2564,1472,1109,967,660
175,1630573,Virginia,28.5,34.5,11.14,3.07,3.34,,Sam Hauser,SF,78.75,217.40,81.25,102.0,8.25,9.0,1894,733,227,111,61,1478,666,47,40,87,256
176,1641722,Connecticut,,,,,,,Jordan Hawkins,SG,76.25,186.00,78.75,101.5,8.25,8.75,1128,306,136,49,30,1012,381,178,147,98,123
177,1629637,Texas-Arlington,27.0,34.5,11.74,3.23,3.37,5.0,Jaxson Hayes,PF,82.25,218.6,87.5,110.5,9.25,10.5,2494,1443,259,169,247,1491,967,761,530,263,367
178,1630703,nan,,,,,,,Scoot Henderson,PG,,,,,,,1705,392,671,116,26,1482,594,410,325,389,128
179,1641707,Central Florida,32.5,36.0,11.27,,3.32,,Taylor Hendricks,PF,80.25,213.60,84.5,107.0,9.25,10.25,306,200,34,33,34,258,112,33,26,29,43
180,1629639,Kentucky,,,,,,,Tyler Herro,SG,76.5,192.4,75.25,100.5,8.0,8.75,6987,1802,1460,263,70,5674,2540,1056,923,811,361
181,1627741,Oklahoma,,,,,,,Buddy Hield,SG,75.75,212.4,81.25,101.0,8.5,9.0,13876,3827,2361,795,303,11701,5031,1231,1058,1512,961
182,1628988,California-Los Angeles,25.5,33.0,10.96,3.22,3.27,,Aaron Holiday,PG,71.75,187,79.5,97.0,8.75,8.5,3297,831,1053,304,89,2842,1205,492,420,454,511
183,201950,California-Los Angeles,28.5,34.0,10.64,,3.21,6.0,Jrue Holiday,PG-SG,75.25,199,79.0,100.5,,,16422,4340,6440,1473,535,13928,6434,2513,1980,2673,1037
184,1641842,nan,30.0,38.0,11.1,2.91,3.1,,Ronald Holland II,SF,78.5,196.80,82.75,104.0,8.75,9.0,522,218,82,49,17,416,197,122,92,72,81
185,1626158,Bowling Green,32.5,36.0,11.24,3.31,3.32,15.0,Richaun Holmes,PF,80.25,242.8,85.5,108.0,8.5,8.5,4363,2788,504,254,468,2981,1797,959,719,430,529
186,1641747,Dayton,29.5,35.0,11.48,,3.2,,DaRon Holmes II,C,81.0,220.80,84.5,109.0,8.5,9.5,0,0,0,0,0,0,0,0,0,0,0
187,1641747,Dayton,29.5,35.0,11.48,,3.2,,DaRon Holmes II,C,80.75,236.20,85.0,108.0,8.75,9.0,0,0,0,0,0,0,0,0,0,0,0
188,1641747,Dayton,27.5,34.0,11.2,3.03,3.25,,DaRon Holmes II,C,81.0,220.80,84.5,109.0,8.5,9.5,0,0,0,0,0,0,0,0,0,0,0
189,1641747,Dayton,27.5,34.0,11.2,3.03,3.25,,DaRon Holmes II,C,80.75,236.20,85.0,108.0,8.75,9.0,0,0,0,0,0,0,0,0,0,0,0
190,1631096,Gonzaga,,,,,,,Chet Holmgren,PF,,,,,,,1836,905,263,76,261,1294,672,409,319,187,114
191,1641720,Indiana,,,,,,,Jalen Hood-Schifino,PG,76.25,216.60,82.25,100.5,9.0,9.75,246,67,82,13,16,241,84,62,48,45,51
192,201143,Florida,31.0,35.5,12.15,,3.37,20.0,Al Horford,PF,80.0,246,84.75,107.0,,,14705,8944,3629,866,1300,11900,6062,2104,1605,1569,1138
193,1629659,Iowa State,26.0,34.5,11.34,3.43,3.34,10.0,Talen Horton-Tucker,SG,74.5,235.4,85.25,103.0,9.5,9.75,2809,800,852,237,110,2426,1036,633,488,424,305
194,1641724,Michigan,,,,,,,Jett Howard,SF,,,,,,,296,77,50,15,13,292,108,27,18,39,78
195,1628989,Maryland,31.0,38.0,10.89,2.97,3.09,9.0,Kevin Huerter,SG,78.25,194,79.5,101.5,8.25,8.5,6282,1843,1570,510,189,5392,2370,512,387,650,551
196,1630574,nan,24.5,31.0,12.2,3.53,3.12,,Ariel Hukporti,C,82.75,246.00,86.5,111.5,9.5,9.5,48,51,11,1,15,31,21,13,6,21,25
197,1630574,nan,24.5,31.0,12.2,3.53,3.12,,Ariel Hukporti,C,82.75,246.20,86.5,111.0,9.25,10.25,48,51,11,1,15,31,21,13,6,21,25
198,1630574,nan,,,,,,,Ariel Hukporti,C,82.75,246.00,86.5,111.5,9.5,9.5,48,51,11,1,15,31,21,13,6,21,25
199,1630574,nan,,,,,,,Ariel Hukporti,C,82.75,246.20,86.5,111.0,9.25,10.25,48,51,11,1,15,31,21,13,6,21,25
200,1629631,Virginia,,,,,,,De'Andre Hunter,,,,,,,,5927,1594,589,274,110,4515,2053,1306,1077,530,391
201,1630538,Virginia Commonwealth,26.5,34.0,10.53,3.17,3.1,,Bones Hyland,SG,74.0,169.00,81.25,101.5,8.75,9.0,2570,563,692,181,62,2200,877,404,343,344,266
202,1642345,nan,35.0,39.5,11.25,3.12,3.09,,Oso Ighodaro,C,81.5,222.00,83.0,104.5,9.0,10.0,255,222,71,28,29,187,113,50,29,39,61
203,1631127,nan,29.5,35.0,11.83,3.26,3.31,,Harrison Ingram,SF,77.25,232.80,84.25,103.5,9.0,10.0,4,9,3,3,0,4,2,0,0,1,5
204,1631127,nan,29.5,35.0,11.83,3.26,3.31,,Harrison Ingram,SF,77.25,233.60,84.25,102.5,9.0,10.25,4,9,3,3,0,4,2,0,0,1,5
205,1631127,nan,29.0,35.0,11.36,2.94,3.17,,Harrison Ingram,SF,77.25,232.80,84.25,103.5,9.0,10.0,4,9,3,3,0,4,2,0,0,1,5
206,1631127,nan,29.0,35.0,11.36,2.94,3.17,,Harrison Ingram,SF,77.25,233.60,84.25,102.5,9.0,10.25,4,9,3,3,0,4,2,0,0,1,5
207,202681,Duke,,,,,,,Kyrie Irving,PG,73.75,191,76.0,99.0,8.25,9.25,20056,3477,4696,1088,382,15516,7381,3633,3230,2070,839
208,1631093,Purdue,,,,,,,Jaden Ivey,PG,,,,,,,2917,676,802,146,69,2369,1016,775,578,516,181
209,1641713,South Carolina,31.0,37.0,11.39,,3.21,,GG Jackson,PF,80.25,214.40,83.5,106.0,8.5,10.0,908,288,88,40,29,762,315,193,144,96,77
210,1630543,Kentucky,,,,,,,Isaiah Jackson,C,,,,,,,1170,697,116,93,214,780,464,350,235,135,164
211,1641748,Connecticut,30.5,39.5,10.83,,3.14,,Andre Jackson Jr.,SF,77.5,198.40,81.75,103.0,8.25,9.5,355,295,133,50,20,297,144,35,20,86,124
212,1628991,Michigan State,,,,,,,Jaren Jackson Jr.,PF-C,81.75,236,89.25,110.0,10.0,10.0,7518,2258,602,414,777,5700,2658,1891,1498,762,407
213,1631218,Indiana,,,,,,,Trayce Jackson-Davis,C,,,,,,,947,652,186,52,114,634,407,234,133,94,130
214,1631218,Indiana,,,,,,,Trayce Jackson-Davis,C,80.25,240.40,85.0,106.0,9.25,10.75,947,652,186,52,114,634,407,234,133,94,130
215,1631218,Indiana,33.0,36.5,11.8,3.23,3.2,,Trayce Jackson-Davis,C,,,,,,,947,652,186,52,114,634,407,234,133,94,130
216,1631218,Indiana,33.0,36.5,11.8,3.23,3.2,,Trayce Jackson-Davis,C,80.25,240.40,85.0,106.0,9.25,10.75,947,652,186,52,114,634,407,234,133,94,130
217,1642355,nan,32.0,40.5,10.96,3.02,3.09,,Bronny James,SG,73.5,210.40,79.25,98.5,8.5,9.5,62,18,22,9,3,67,21,14,11,13,27
218,2544,nan,,,,,,,LeBron James,SF-SG,79.25,245,84.25,106.25,,,42184,11731,11584,2345,1150,30583,15488,11735,8649,5471,1562
219,1631170,California-Los Angeles,34.5,39.0,11.21,,3.33,,Jaime Jaquez Jr.,SF,78.0,226.40,81.5,99.5,8.5,9.5,1459,575,361,138,34,1159,554,317,249,208,141
220,1629610,Tulsa,,,,,,,DaQuan Jeffries,SF-PF,76.0,215.6,83.25,104.0,9.5,10.25,635,302,110,60,47,590,245,54,43,68,142
221,1629660,Virginia,26.0,31.5,11.21,3.12,3.4,2.0,Ty Jerome,PG,76.25,194.4,76.0,98.0,8.25,9.5,1986,467,648,166,22,1592,729,286,243,225,229
222,1630198,nan,,,,,,,Isaiah Joe,SG,75.0,170.4,79.5,101.0,8.25,8.25,2434,643,361,168,46,1891,815,263,220,154,321
223,1642358,nan,29.0,38.0,10.76,2.87,3.15,,AJ Johnson,SG,76.25,167.00,80.5,102.0,8.5,8.5,440,118,152,24,6,426,164,74,64,70,58
224,1629661,Pittsburgh,30.5,36.5,10.52,3.28,3.26,,Cameron Johnson,SG,79.0,205.2,82.0,103.0,8.0,8.5,5045,1527,742,332,120,3809,1735,804,683,349,382
225,1630552,Duke,,,,,,,Jalen Johnson,PF,79.75,209.60,84.25,106.0,9.75,10.5,2023,1155,470,164,119,1607,810,358,255,257,184
226,201949,Wake Forest,30.5,35.0,11.21,,3.23,18.0,James Johnson,SF-PF,79.0,257.2,84.75,105.5,,,6739,3153,1871,681,766,5660,2668,1415,950,1215,907
227,1629640,Kentucky,,,,,,,Keldon Johnson,SG,76.75,216.4,81.25,104.0,8.0,9.25,5761,1992,797,258,93,4550,2127,1216,927,494,370
228,1630553,Tennessee,41.5,48.0,11.45,3.2,3.0,,Keon Johnson,SG,75.5,184.80,79.25,97.0,8.5,9.0,1593,510,389,160,61,1522,570,294,227,256,198
229,1642352,nan,31.5,42.0,11.38,3.02,3.03,,Keshad Johnson,PF,78.25,224.00,82.25,103.0,9.25,10.75,43,28,4,5,4,26,18,9,4,4,16
230,1641732,Xavier,30.5,35.0,11.14,3.13,3.33,,Colby Jones,SG,76.5,199.20,80.0,103.0,8.25,8.5,378,214,108,59,31,329,146,81,52,56,108
231,1641794,Weber State,26.5,33.5,11.08,2.82,3.25,,Dillon Jones,SF,76.5,236.80,83.0,100.5,9.0,9.25,135,121,58,16,4,133,51,28,17,28,54
232,1630529,Alabama,28.5,36.5,11.02,3.17,3.25,,Herbert Jones,SF,78.0,206.40,84.25,106.0,8.5,9.0,2433,915,593,375,173,1837,877,522,430,316,240
233,1642403,nan,29.0,35.0,11.49,3.0,3.38,,Isaac Jones,C,79.75,235.00,87.0,108.0,9.25,10.25,134,57,12,5,10,83,54,36,23,16,40
234,1630539,Texas,,,,,,,Kai Jones,PF,82.0,221.40,85.75,110.5,9.0,9.5,575,384,69,48,78,352,250,98,68,73,147
235,1630222,nan,24.0,31.0,10.6,2.49,3.33,,Mason Jones,SG,75.75,207.2,79.0,102.5,8.75,8.5,393,134,104,17,3,287,122,150,97,62,83
236,1626145,Duke,26.5,32.5,11.84,2.95,3.32,2.0,Tyus Jones,PG,72.5,184.6,77.0,97.0,8.25,8.75,5249,1374,3022,667,65,4564,2033,598,491,557,682
237,201599,Texas A&M,26.0,30.5,12.3,,3.27,8.0,DeAndre Jordan,C,81.75,250,90.0,113.5,,,10447,11951,1222,625,1675,6314,4234,4032,1977,1632,1228
238,202709,Texas,27.5,35.0,10.75,,3.27,5.0,Cory Joseph,PG,74.0,186.2,77.5,99.0,8.5,10.5,6345,2253,2730,687,201,5487,2428,1166,919,929,929
239,1631107,nan,,,,,,,Nikola Jović,SF,81.5,222.60,84.25,108.5,8.75,9.75,928,403,231,70,29,727,327,153,123,112,107
240,1630548,Kentucky,31.0,36.5,11.13,3.08,3.13,,Johnny Juzang,SG,77.5,209.00,82.5,100.5,8.5,9.5,802,259,99,47,13,689,290,71,57,52,102
241,1630548,Kentucky,31.0,36.5,11.13,3.08,3.13,,Johnny Juzang,SG,77.25,208.60,83.0,102.5,8.5,9.5,802,259,99,47,13,689,290,71,57,52,102
242,1630548,Kentucky,27.5,32.5,11.03,3.17,3.29,,Johnny Juzang,SG,77.5,209.00,82.5,100.5,8.5,9.5,802,259,99,47,13,689,290,71,57,52,102
243,1630548,Kentucky,27.5,32.5,11.03,3.17,3.29,,Johnny Juzang,SG,77.25,208.60,83.0,102.5,8.5,9.5,802,259,99,47,13,689,290,71,57,52,102
244,1628379,nan,,,,,,,Luke Kennard,SG-SF,76.5,196.2,77.25,98.5,8.0,8.75,5063,1459,1136,281,61,3890,1792,500,443,495,519
245,1631117,North Carolina,,,,,,,Walker Kessler,C,84.25,256.00,88.25,113.0,8.5,8.5,1838,1808,226,92,465,1183,805,404,217,210,196
246,1630557,Gonzaga,30.0,37.5,10.91,2.99,3.12,,Corey Kispert,SF,78.0,223.80,79.0,102.0,8.75,10.0,3229,822,431,134,61,2458,1166,395,318,267,292
247,1641752,Wake Forest,,,,,,,Bobi Klintman,PF,,,,,,,15,7,7,2,1,10,6,2,1,1,8
248,1641752,Wake Forest,,,,,,,Bobi Klintman,PF,80.75,212.20,83.0,106.5,8.75,10.0,15,7,7,2,1,10,6,2,1,1,8
249,1641752,Wake Forest,26.5,32.5,11.49,3.21,3.23,,Bobi Klintman,PF,,,,,,,15,7,7,2,1,10,6,2,1,1,8
250,1641752,Wake Forest,26.5,32.5,11.49,3.21,3.23,,Bobi Klintman,PF,80.75,212.20,83.0,106.5,8.75,10.0,15,7,7,2,1,10,6,2,1,1,8
251,1642261,nan,31.0,39.0,10.56,2.79,3.07,,Dalton Knecht,SF,77.25,212.20,81.0,103.5,8.5,9.5,706,216,66,24,8,557,257,84,64,37,78
252,1628995,Kentucky,,,,,,,Kevin Knox II,SF,79.75,212.6,83.75,108.0,8.75,9.25,2830,1114,276,149,97,2514,1008,541,394,316,413
253,1642278,nan,27.0,34.0,10.97,3.08,3.27,,Tyler Kolek,PG,73.25,196.60,74.75,95.0,8.25,9.5,81,27,70,12,4,82,27,17,13,18,41
254,1631132,Arizona,28.0,33.5,11.3,3.19,3.27,,Christian Koloko,C,82.75,221.00,89.25,113.0,9.0,10.75,272,263,47,29,73,216,112,73,47,32,95
255,1630228,nan,,,,,,,Jonathan Kuminga,SF,,,,,,,3225,1037,456,165,110,2387,1211,862,600,362,258
256,1628398,Utah,27.0,34.0,10.72,2.98,3.25,12.0,Kyle Kuzma,SF-SG,80.0,222.6,84.25,107.5,8.5,9.5,10174,3783,1598,340,300,8638,3873,1810,1287,1320,606
257,1631222,Wake Forest,27.5,34.0,10.58,2.89,3.37,,Jake LaRavia,PF,78.75,227.20,81.5,104.0,8.5,10.25,1400,709,395,165,62,1072,475,348,253,235,202
258,203897,California-Los Angeles,33.5,41.5,10.42,2.8,3.19,,Zach LaVine,PG,76.5,180.9,80.25,100.0,8.25,8.75,15314,2980,2905,629,195,11554,5477,3110,2588,1933,728
259,1627746,Kentucky,,,,,,,Skal Labissiere,PF-C,82.5,215.8,86.5,105.5,8.75,9.0,1141,707,164,58,105,925,457,259,190,162,174
260,1641796,nan,30.5,38.0,11.15,2.91,3.06,,Pelle Larsson,SG,77.25,212.40,79.5,102.0,8.75,10.25,251,92,65,32,7,203,89,61,41,24,55
261,1630639,South Carolina,33.0,41.0,11.0,3.01,2.98,,A.J. Lawson,SG-SF,77.5,179.20,78.75,99.5,8.5,9.25,484,178,55,27,9,399,178,102,62,35,98
262,1627747,Michigan,,,,,,,Caris LeVert,SG,77.75,191,82.0,101.0,8.5,9.25,9984,2612,2813,722,284,8426,3710,2037,1513,1204,693
263,203458,Maryland,,,,,,,Alex Len,C,,,87.5,,9.0,10.75,5543,4300,726,300,748,4151,2160,1618,1085,868,855
264,202695,San Diego State,25.5,32.0,11.45,,3.15,3.0,Kawhi Leonard,SF,78.0,227.4,87.0,106.0,9.75,11.25,14733,4662,2236,1255,471,10736,5352,3306,2842,1212,733
265,1641721,Pepperdine,32.5,36.5,11.4,,3.43,,Maxwell Lewis,SG,78.25,207.20,84.0,104.5,8.75,9.5,243,114,44,20,15,237,94,23,16,38,90
266,1630604,Ohio State,35.5,38.0,11.11,3.23,3.26,,E.J. Liddell,PF,77.5,243.00,83.75,103.5,8.25,9.25,25,14,4,3,3,21,9,4,4,4,20
267,203081,Weber State,34.5,39.5,11.15,,3.34,13.0,Damian Lillard,PG,73.75,188.8,79.75,95.5,8.75,9.75,22598,3845,6069,874,267,16568,7266,5853,5262,2541,900
268,1641726,Duke,,,,,,,Dereck Lively II,C,,,,,,,797,648,145,56,133,487,355,154,87,91,91
269,1641753,Kentucky,30.5,37.0,11.65,,3.27,,Chris Livingston,SF,78.0,219.20,83.25,104.5,8.5,9.0,56,56,10,7,0,49,20,20,15,11,42
270,1626172,California-Los Angeles,,,,,,,Kevon Looney,PF,80.0,222.4,87.5,110.0,9.5,9.25,2977,3391,956,304,322,2189,1258,738,449,350,599
271,201572,Stanford,27.5,30.5,12.77,,3.57,7.0,Brook Lopez,C,83.25,258,89.5,113.0,,,17517,6737,1614,633,2060,13447,6680,3865,3082,1751,1105
272,201567,California-Los Angeles,29.5,35.0,11.17,,3.22,18.0,Kevin Love,PF,79.75,255,83.25,106.0,,,15930,9896,2288,593,380,12008,5239,4437,3679,1749,1014
273,1641754,Penn State,31.5,35.5,11.02,,3.15,,Seth Lundy,SF,76.0,214.40,82.25,104.0,8.5,9.0,14,7,0,0,0,17,4,4,3,1,9
274,1626168,Kentucky,,,,,,,Trey Lyles,PF,81.0,241.2,85.5,108.0,9.25,10.25,5721,3205,785,289,261,4580,2034,1248,940,590,725
275,1630572,Seton Hall,30.5,36.5,11.63,3.3,3.21,,Sandro Mamukelashvili,C,81.0,239.80,85.25,106.5,9.0,9.5,1255,786,243,66,62,1011,465,228,164,130,234
276,1629611,Florida State,32.5,38.5,11.51,3.14,3.3,6.0,Terance Mann,SG-SF,76.75,204.6,79.75,101.0,9.5,9.25,3848,1650,911,274,106,2962,1485,634,489,364,479
277,1630544,Florida,,,,,,,Tre Mann,PG,75.25,177.60,76.0,98.5,8.0,9.0,2089,662,580,196,33,1882,788,276,216,288,222
278,1630230,nan,28.5,35.0,11.77,2.9,3.37,,Naji Marshall,SF,77.75,233.5,84.75,102.5,9.25,10.5,2637,1137,675,232,55,2128,970,589,463,358,299
279,1628997,North Carolina State,29.0,36.5,10.43,2.75,3.26,6.0,Caleb Martin,SF-SG,76.75,195.8,82.0,101.5,8.5,8.75,2961,1388,604,317,155,2465,1094,586,419,367,356
280,1628998,North Carolina State,29.0,36.5,10.64,3.05,3.09,4.0,Cody Martin,SG-SF,76.75,188.6,82.25,102.5,8.5,9.0,1951,1185,685,312,136,1719,744,377,252,293,312
281,1628998,North Carolina State,29.0,36.5,10.64,3.05,3.09,4.0,Cody Martin,PG-SG,76.75,192.2,82.25,102.5,8.25,9.0,1951,1185,685,312,136,1719,744,377,252,293,312
282,1628998,North Carolina State,28.0,35.5,10.44,2.99,3.32,7.0,Cody Martin,SG-SF,76.75,188.6,82.25,102.5,8.5,9.0,1951,1185,685,312,136,1719,744,377,252,293,312
283,1628998,North Carolina State,28.0,35.5,10.44,2.99,3.32,7.0,Cody Martin,PG-SG,76.75,192.2,82.25,102.5,8.25,9.0,1951,1185,685,312,136,1719,744,377,252,293,312
284,1630231,nan,31.5,38.5,11.93,2.58,3.16,,KJ Martin,SF-PF,78.0,213.2,79.25,102.0,8.5,8.75,3150,1503,470,183,179,2325,1267,605,407,301,412
285,1631213,Rhode Island,,,,,,,Tyrese Martin,SG-SF,,,,,,,544,231,124,35,9,488,198,60,48,76,76
286,1631097,Arizona,,,,,,,Bennedict Mathurin,SG,76.5,204.60,81.0,104.0,8.5,9.75,3314,935,371,130,51,2467,1100,1010,836,384,209
287,1630540,West Virginia,31.0,38.5,11.08,3.13,3.1,,Miles McBride,PG,73.0,195.20,80.75,99.5,9.0,9.5,1484,353,414,168,33,1324,536,168,131,101,236
288,1642272,nan,25.5,33.0,10.87,3.07,3.23,,Jared McCain,SG,74.0,203.20,75.5,98.0,8.25,9.5,352,56,60,15,0,274,126,56,49,37,23
289,203468,Lehigh,32.0,38.5,11.02,2.91,3.32,13.0,CJ McCollum,PG-SG,74.25,197,78.25,96.5,8.0,9.5,16784,3136,3320,774,348,14130,6407,2277,1799,1553,849
290,204456,Duquesne,26.0,31.5,10.95,3.09,3.3,7.0,T.J. McConnell,PG,72.5,187.8,74.0,96.5,7.5,7.0,5396,2054,3542,849,133,4663,2407,527,410,1126,706
291,1641755,Texas Tech,,,,,,,Kevin McCullar Jr.,SF,77.25,205.80,81.0,103.0,8.75,9.5,6,8,2,1,1,7,2,2,2,0,4
292,1629667,San Diego,29.5,33.5,11.54,3.23,3.32,0.0,Jalen McDaniels,SF,80.25,191.6,84.25,105.5,9.0,10.0,2454,1175,422,248,118,2031,916,466,371,308,332
293,203926,Creighton,28.5,36.5,11.1,3.15,3.29,,Doug McDermott,SF,78.25,218,81.25,103.0,8.75,9.75,7571,1893,871,194,86,6068,2830,828,664,558,908
294,1631121,Nebraska,29.5,34.0,11.12,3.16,3.27,,Bryce McGowens,SG,77.25,181.20,80.75,103.5,8.75,9.5,561,198,107,37,16,446,185,171,131,77,118
295,1629001,Southern California,31.0,36.5,11.48,3.33,3.23,1.0,De'Anthony Melton,SG-PG,74.25,193.2,80.5,99.5,8.5,9.5,3231,1316,988,502,172,2810,1152,494,385,488,356
296,203114,Texas A&M,28.0,31.0,11.45,,3.47,4.0,Khris Middleton,SF,78.75,216.2,82.75,103.0,9.0,9.0,13341,3837,3216,938,159,10524,4848,2493,2188,1672,813
297,1641706,Alabama,,,,,,,Brandon Miller,SF,,,,,,,1847,446,273,95,62,1574,674,252,211,208,101
298,1641757,Miami (FL),32.0,36.5,11.43,3.21,3.17,,Jordan Miller,SF,76.5,191.60,83.75,103.5,8.5,9.25,165,63,34,17,5,143,63,37,30,27,45
299,1631159,nan,30.0,36.5,11.11,3.02,3.36,,Leonard Miller,SF,80.5,211.00,86.0,106.5,9.25,10.5,49,31,8,4,2,35,19,10,9,3,30
300,1631159,nan,30.0,36.5,11.11,3.02,3.36,,Leonard Miller,PF,81.25,212.80,86.0,106.5,9.5,10.5,49,31,8,4,2,35,19,10,9,3,30
301,1631159,nan,32.0,37.5,11.0,,3.33,,Leonard Miller,SF,80.5,211.00,86.0,106.5,9.25,10.5,49,31,8,4,2,35,19,10,9,3,30
302,1631159,nan,32.0,37.5,11.0,,3.33,,Leonard Miller,PF,81.25,212.80,86.0,106.5,9.5,10.5,49,31,8,4,2,35,19,10,9,3,30
