,PLAYER_ID,SCHOOL_NAME,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,full_name,POSITION,HEIGHT_WO_SHOES,WEIGHT,WINGSPAN,STANDING_REACH,PTS,REB,AST,STL,BLK,FGA,FGM,FTA,FTM,TOV,GP,PER
88,1642273,nan,27.0,32.0,11.9,3.32,Kyshawn George,SF,79.0,208.80,82.25,105.0,590,285,169,68,50,546,203,93,70,97,68,10.279411764705882
89,201959,Southern California,25.5,30.0,11.56,3.41,Taj Gibson,PF,80.5,214.4,88.0,109.0,9277,6249,1030,574,1036,7474,3858,2107,1501,1155,1100,11.626363636363637
90,1631221,Villanova,26.5,33.0,10.95,3.21,Collin Gillespie,PG,73.5,195.80,76.0,98.0,281,99,105,34,5,227,100,34,27,31,57,6.298245614035087
91,203497,nan,25.0,29.0,12.85,3.57,Rudy Gobert,C,84.5,237.6,92.5,115.0,10458,9700,1123,576,1718,5950,3903,4137,2652,1337,829,22.56453558504222
92,203932,Arizona,32.5,39.0,10.81,3.27,Aaron Gordon,PF,79.5,220.1,83.75,105.0,10375,4758,2100,555,479,8136,3927,2463,1700,1165,770,15.753246753246753
93,201569,Indiana,32.0,40.0,10.81,3.01,Eric Gordon,SG,74.0,222,81.0,99.0,14990,2247,2691,819,350,11867,5112,3147,2550,1780,994,12.037223340040242
94,203110,Michigan State,28.0,33.0,11.01,3.4,Draymond Green,PF-SF,77.75,235.6,85.25,105.0,7665,6087,4948,1183,888,6299,2831,1775,1261,2027,881,16.75595913734393
95,201145,Georgetown,33.5,38.0,12.0,3.34,Jeff Green,SF,79.0,228,85.25,103.0,17971,6035,2214,949,721,14511,6500,4332,3480,1924,1498,11.417222963951936
96,1630182,Arizona,30.5,39.5,10.64,3.12,Josh Green,SG-SF,76.5,214,81.75,101.5,1941,777,448,224,46,1526,736,291,200,263,291,7.876288659793815
97,1629656,Kansas,27.5,36.0,10.83,3.2,Quentin Grimes,SG,76.0,209.6,79.75,100.5,3976,1171,782,296,95,3139,1389,635,483,435,369,10.794037940379404
98,1641790,nan,32.5,39.5,11.76,3.35,PJ Hall,C,80.25,239.60,85.5,103.5,33,22,4,0,4,24,14,4,3,2,19,2.6315789473684212
99,203501,Michigan,31.5,37.5,10.68,3.25,Tim Hardaway Jr.,SG,76.5,199.4,79.0,101.0,12325,2560,1645,549,116,10251,4250,2223,1819,904,878,11.259681093394077
100,201935,Arizona State,31.5,37.0,11.1,3.13,James Harden,SG,76.0,222,82.75,103.5,30202,7321,9458,1850,724,20336,8923,10337,8912,4721,1260,25.393650793650792
101,1631199,Rutgers,26.0,30.5,11.41,3.4,Ron Harper Jr.,SF,76.0,240.40,85.25,105.5,24,14,7,0,1,24,9,3,3,0,11,2.8181818181818183
102,202699,Tennessee,31.5,37.5,10.96,3.17,Tobias Harris,SF-PF,78.5,222.8,83.0,103.5,20453,7848,2952,988,695,16369,7799,3705,3093,1774,1263,17.40300870942201
103,1628404,Villanova,29.5,38.5,11.15,3.2,Josh Hart,SG,76.0,203.6,80.5,99.5,7023,4687,2202,704,209,5342,2564,1472,1109,967,660,16.23787878787879
104,1630573,Virginia,28.5,34.5,11.14,3.34,Sam Hauser,SF,78.75,217.40,81.25,102.0,1894,733,227,111,61,1478,666,47,40,87,256,8.28125
105,1629637,Texas-Arlington,27.0,34.5,11.74,3.37,Jaxson Hayes,PF,82.25,218.6,87.5,110.5,2494,1443,259,169,247,1491,967,761,530,263,367,9.792915531335149
106,1641707,Central Florida,32.5,36.0,11.27,3.32,Taylor Hendricks,PF,80.25,213.60,84.5,107.0,306,200,34,33,34,258,112,33,26,29,43,9.883720930232558
107,1628988,California-Los Angeles,25.5,33.0,10.96,3.27,Aaron Holiday,PG,71.75,187,79.5,97.0,3297,831,1053,304,89,2842,1205,492,420,454,511,6.675146771037182
108,201950,California-Los Angeles,28.5,34.0,10.64,3.21,Jrue Holiday,PG-SG,75.25,199,79.0,100.5,16422,4340,6440,1473,535,13928,6434,2513,1980,2673,1037,17.84956605593057
109,1641842,nan,30.0,38.0,11.1,3.1,Ronald Holland II,SF,78.5,196.80,82.75,104.0,522,218,82,49,17,416,197,122,92,72,81,7.0
110,1626158,Bowling Green,32.5,36.0,11.24,3.32,Richaun Holmes,PF,80.25,242.8,85.5,108.0,4363,2788,504,254,468,2981,1797,959,719,430,529,12.330812854442344
111,1641747,Dayton,29.5,35.0,11.48,3.2,DaRon Holmes II,C,81.0,220.80,84.5,109.0,0,0,0,0,0,0,0,0,0,0,0,0.0
